,Titles,Links,Post_Time,Author,Content
405,Positive covid and worried about heart damage,https://patient.info/forums/discuss/positive-covid-and-worried-about-heart-damage-750106,2020-11-20T15:05+00:00,"
                                catherineh75
                            ","hey, i have had a positive test with mild symptoms. I was quite chilled but then googled if it was ok to gently exercise on my treadmill. All these newspaper articles came up and scared me to death about long term heart damage  due to inflammation even  in people who have had none or mild symptoms.
Has anyone got an opinion on this / experience of this and can  your heart heal itself ? "
406,Sleep issues with covid 19,https://patient.info/forums/discuss/sleep-issues-with-covid-19-749676,2020-11-20T07:36+00:00,"
                                zachrich
                            ","Hi guys, I'm new here. I'm heading into my fifth day of Covid (2nd day of diagnosis but 5th day of symptoms). I have some mild shortness of breath, but can walk and hold a conversation so I feel quite fortunate. One thing is driving me nuts though: Every time I try to go to sleep, I'll wake up gasping for air as I drift off! It feels as though I'm doing the work to breath when laying down, and my body never takes over automatically once I fall asleep. It's very alarming and frustrating. I can't take another night of no sleep...Please comment if you have any insight. Thanks, Zach "
407,Coronervirus ,https://patient.info/forums/discuss/coronervirus-749970,2020-11-17T22:42+00:00,"
                                michelle12812
                            ",hi im so scared of catching it but im wondeing if ive had it started with a sore throat and my neck was achy i felt dizzy and eyes were funny and had burning diarea for a week did anyone eles feel like this 
408,"3 months on.......Dizziness, headaches and Clogged up",https://patient.info/forums/discuss/3-months-on-dizziness-headaches-and-clogged-up-742156,2020-11-17T16:10+00:00,"
                                TonyHancock
                            ","Anyone else experiencing similar issues.

can be ok for a while but can be light headed or dizzy for hours or even days, some times accompanied by feeling lungs are clogged up and headaches.

i have a real aversion to sudden loud noises that seem to vibrate straight through my head and feels painful.

Anyone having anything similar"
409,Face masks don't fit!!!,https://patient.info/forums/discuss/face-masks-don-t-fit--744380,2020-11-17T13:33+00:00,"
                                josef49898
                            ","Hello,
i don't know where to post this as google doesn't find any coronavirus forums, because news etc. take priority. I tried face mask, that blue type, which medical personal wears. There is huge space between nose and my face like 3cm+. I also found one, which has nano fiber - developed my local university. And it was almost too small and again: there is gigantic space between nose and face. It makes sense, because strings behind your ear on which holds face mask on your face, pull it outwards from your face, because nose.

I had respirator, which had this solved, but it teared: while i  gently stretched it... It was some russian crap, i didn't buy it tbh... But what concerns respirators... you can't breath in that, that's the problem. So i really need some good face mask. Problem is on many of these sites, they don't even list size. And even if they had like l, or xl. Common it is laughable, all people have different faces. Chances that they will fit are miniscule. Also majority is overpriced for one use, it would ruin me: trying to find a fit and than buy it frequently afterwards. And i am not even poor, or anything... IF there is even face mask, which doesn't have space between your nose. But coronavirus, is like microscopic particle, or smaller. 3cm is joke, i am not expert, but isn't it completely useless?  

It is really strange, that is 2020 and people can't even make face mask, which would be wearable... I am questioning my reality now..."
410,Covid chest flutters and anxiety... ,https://patient.info/forums/discuss/covid-chest-flutters-and-anxiety--749854,2020-11-17T13:16+00:00,"
                                mary25726
                            ",I'm day 18 and I have continuous chest flutters and anxiety. I dont or never have been anxious but I cant get rid of this feeling of a missed heartbeat. It's awful. please advise me....
411,Exposure to COVID-19 - isolating at home,https://patient.info/forums/discuss/exposure-to-covid-19-isolating-at-home-749944,2020-11-17T12:49+00:00,"
                                Mohi360
                            ","Hello. I met my friend 2 days ago on Sunday. Yesterday evening at work, he told me his younger sister has tested positive for COVID-19 at his home. He said he was feeling symptoms for a week. 

As a precaution, I am self-isolating and working from home. Today is Tuesday, and Thankfully, I am not feeling any symptoms. I went to a local blood lab and got myself a COVID-19 antibody test done.

My question is, if God Forbid I am infected, how long does it take for the symptoms to show ? And also, does the antibody test show up negative if you get tested the very 2 days after exposure ? "
412,Negative covid  pcr twice but severe symptoms and bad blood test,https://patient.info/forums/discuss/negative-covid-pcr-twice-but-severe-symptoms-and-bad-blood-test-749865,2020-11-15T23:06+00:00,"
                                malik12980
                            ","hello ,

my mother has been suffering with a very extreme symptoms of covid 19 like fever, dificulity breathing , and she is very tiered ..
how ever the chest mri came very bad but pcr was negative twice ...

what could be the problem as it has been for 8 days ..

she is 47  i uploaded her blood test 


![image](https://patient.azureedge.net/forums/images/upload-sm/1342628-637410783123433739.jpg)![image](https://patient.azureedge.net/forums/images/upload-sm/1342628-637410783229939747.jpg)"
413,Covid symptoms? Or anxiety?,https://patient.info/forums/discuss/covid-symptoms-or-anxiety--747277,2020-11-15T13:51+00:00,"
                                tzumi56935
                            ","Hi,
I had a mild cold about a week ago for a few days. Then it got better but I lost my sense of smell and taste after that. 
I came in contact with a COVID-19 patient but got my test done which came out negative (it could be a false negative since I may have got it done too early or too late)
Currently on day 8 feeling the same. 
I can smell strong or concentrated scents from up close like soap, disinfectants or spices but I can't really smell mild substances or even food. I can differentiate basic tastes like sweet or sour but no distict flavour. I get headaches too.
I've lost my appetite. 
I get stomach cramps especially in my upper abdomen but it's not painful, just uncomfortable. 
It stresses me out a lot tbh.
How long can it take for the smell and taste to return?

"
414,Do I have covid? Or Did I ? Muscle ache and pain!,https://patient.info/forums/discuss/do-i-have-covid-or-did-i-muscle-ache-and-pain--749155,2020-11-15T11:34+00:00,"
                                tara91066
                            ","At the end of September I experienced slight aches and pains throughout my body which included my arms, hands, legs, ankles, lower back etc. A couple of days later i had a sore throat and a really bad cold. The sore throat lasted 2-3 days but the cold lasted for nearly two weeks. My muscle pains got worse and i felt shattered and weak. Even hoovering was a task and took all the energy out of me. 3/4 weeks on I still have body pain and aches, headache, stomach ache and one blocked ear. I never got tested as i never had the main symptoms.. no high temp or cough or taste and smell. 

Has any covid patients experienced any of the above? and even a couple of weeks after?"
415,COVID and shortness of breath,https://patient.info/forums/discuss/covid-and-shortness-of-breath-749797,2020-11-14T22:15+00:00,"
                                cam24839
                            ",hows everyone feeling i do not have a fever but ive been tired for about 5 days now going on 6 havent tested for covid yet but i have a sore throat minor cough and expierncing some shortness of breath 
416,covid shortness of breath and dropping oxygen level.,https://patient.info/forums/discuss/covid-shortness-of-breath-and-dropping-oxygen-level--749789,2020-11-14T15:53+00:00,"
                                wakka12881
                            ","My father (78M) was infected with covid around 2 weeks ago. At first, we thought his fever and weakness were just common cold and it would heal. But when he started getting dizzy , we took him to the hospital. Doc said said he had low oxygen and high sugar levels. He got tested positive for covid and was kept in the hospital for a week  where he  got better, then we had to take him home because he made a huge fuss since he hates hospitals and feels very uncomfortable staying there. Doc said his oxygen level drops without an oxygen mask, so after much effort , we got him an oxygen concentrator. 1 week later, he has no fever and probably no other symptoms except for shortness of breath and low oxygen level. At first, he could stay 1 hour+ until his oxygen level drops to 80s, but now he's always on the concentrator. He doesn't say it, but i can tell he doesn't sleep much at night and sometimes his voice is hoarse during the day, his respiratory rate is around 24-27 bpm, and i don't know how long it will take for him to heal (if it will). He's taking enoxaparin 40mg and we're always checking his pulse ( usually jumps between high 80s and 90-95 with concentrator) and his sugar levels. Is there any estimates to how long this shortness of breath and dropping oxygen level can last for? few weeks? specially since we could only rent an oxygen concentrator and don't think we can keep it for long. Is there anything else i can do??

Thank you in advance."
417,My father has covid Lung Infection. He's been in the hospital for more than 17 days now.,https://patient.info/forums/discuss/my-father-has-covid-lung-infection-he-s-been-in-the-hospital-for-more-than-17-days-now--749772,2020-11-14T12:34+00:00,"
                                adil61145
                            ","Hello, My dad have been in the hospital for more than 17 days now due to covid infection, they've given him HCQ +AZYthromycin in the beginning,  he's now under heavy antibiotics,  his latest 2 blood work were pretty bad according to the doctors, his CRP levels were around 300.
They're using 1-3 hours of Non invasive ventilation and other times he's on a rebreather type, He can get to 95 SPO2 with the rebreather one. He can speak and is well conscious at the moment, but the doctors are telling me he's not getting better only his clinical state is stable for now, but his body not responding to anything, seems like inflammation is through the proof and not going down, and they gave him all they had now we just need to wait for his body and immune system to respond.
Will convalescent plasma help him ? or something like interleukin ? I've discussed it with doctors but they don't seem to be interested in these at the moment.
"
418,Chest issues since pneumonia in 2019 and worsen by Coronavirus,https://patient.info/forums/discuss/chest-issues-since-pneumonia-in-2019-and-worsen-by-coronavirus-749640,2020-11-11T19:38+00:00,"
                                LauraKo
                            ","I'm a 24 years old, with no health condition, and normally active.
Last year I got a pneumonia that lasted for quite a while, and after that I have been getting, bronchitis, chest infections in repetition all along the year. 
Back in March this year I caught the Covid 19 and it lasted for about 3 weeks with symptoms like feeling short of breath, cough, fever, and all the other stuff. Since then I have had weeks where I'm absolutely fine, and others where my chest feels cold, tight and uncomfortable, I'm extremely tired, dizzy, short of breath, coughing and with muscle pain. It is very annoying as it just comes out of nowhere and keeps me unable to do everyday things. So far after mentioning it to my GP I've had a blood test done that came out normal. 
Is anyone in the same situation since having Covid? Could it just be something not related to it? 
"
419,Mild sore throat?,https://patient.info/forums/discuss/mild-sore-throat--749342,2020-11-07T01:29+00:00,"
                                Toraa012
                            ","Hi

So I check on the internet and I see sore throat being one of covid-19 symptoms. I have mild sore throat that developed a week ago. It doesn't feel like a usual sore throat and it doesn't get worse when I swallow or anything. I went for a walk around 13 days ago and had a takeaway food a week ago. 

I have no other symptoms but the fact that I sometimes cough on purpose to try to relieve the itchy, scratchy throat. and my cough seems wet. Nothing seems to be relieving the soreness either which isn't that bad but it is bothering.

Should I be worried?

Edit: I have been having more acid reflux in the past 2 weeks as well. I did want to blame it on that but I took omeprazole and the reflux went away and sore throat remained."
420,Covid and Vertigo,https://patient.info/forums/discuss/covid-and-vertigo-749062,2020-11-04T23:48+00:00,"
                                Swanbhoy
                            ","my son tested positive 4 days ago and only really has loss of taste or smell which i'm thankful for obviously.  I haven't been tested yet but last night and today I have started getting severe all be it short dizzy spells which feel like vertigo. My GP prescribed Stemetil 5mg today so hoping these help, I've read dizzyness can be a symptom just wondered how many of you out there have experienced this?

thanks on advance 

David "
421,Son and family visit from Ireland,https://patient.info/forums/discuss/son-and-family-visit-from-ireland-749131,2020-11-03T06:51+00:00,"
                                rogeroger38060
                            ","Hi chaps, my son, wife and 1 year old twins are planning to come here for a few days in December, my wife and I are in our 70s and my wife, being diabetic, is vulnerable. I am concerned and whilst we would love to see them all (first time in a year) I am a little worried especially as they will fly ! Anyone any thoughts please ?"
422,Covid 19 or flu??,https://patient.info/forums/discuss/covid-19-or-flu--747210,2020-11-02T19:55+00:00,"
                                carol98294
                            ","My partner had his flu jab last Saturday 19th Sept and had the usual achy arm at the injection site that day.  Yesterday, though he started feeling a bit under the weather with flu like symptoms. Today, 26th Sept and a week after vaccination, he has headache and chills. Is this the mild flu symptoms associated with the vaccine or should we be isolating and applying for a Coronavirus test??"
423,Avoiding those who do not seem to understand!,https://patient.info/forums/discuss/avoiding-those-who-do-not-seem-to-understand--748392,2020-10-27T18:58+00:00,"
                                Happyhacker
                            ","We take extra measures to avoid contact in public. But our experience is that no one takes any notice of distancing. In the supermarket people young and old just head for the shelf even though we are there. No patience at all or just ignorant or don't just care. They are the ones who could catch it as well so beggars belief! Do people think wearing a mask makes them safe? I know the government is making a pigs ear of this but really!.

Be interested in other peoples views on this.

Thanks."
424,Covid transmission question,https://patient.info/forums/discuss/covid-transmission-question-748881,2020-10-27T17:49+00:00,"
                                CountryBot
                            ","I have been not meeting any one outside my household and not going to any social gatherings and have been extremely careful about grocery shopping  and wiping down with sanitizer etc..

Last night I went to pick up wings from wing stop and was phone waiting for the order ... just slipped for a minute and ordered a bottled beer and drank it ... and had eaten the wings without washing my hands ... I have touched the door knobs of the store ... there was no one else in the store at that time ...

Question - do you have to touch virus on surface and directly touch your mouth ,  nose or ears ..
if you touched other surfaces like my car steering ..etc .. does the viral load get reduced .. assuming there is virus in the first place ..

Apart from that I have not done any other risky behavior ... am I just overthinking and being paranoid ?"
425,Blood Types and Coronavirus,https://patient.info/forums/discuss/blood-types-and-coronavirus-739077,2020-10-24T07:17+00:00,"
                                jack16986
                            ","According to one or more preliminary studies it has been noted that people with blood group A+ are more at risk of becoming infected with coronavirus as well as needing hospital treatment. Can anyone confirm this is the case, and what advice can you give to those of us that are Blood group A+?"
426,Recovered from covid but still experiencing loss of smell,https://patient.info/forums/discuss/recovered-from-covid-but-still-experiencing-loss-of-smell-739358,2020-10-24T07:14+00:00,"
                                khaitarou
                            ","I was confirmed to have the virus in late March and only tested negative in early May. My sense of smell and taste fluctuated a lot during those times, only properly returning at end April. However, for the past month, my sense of smell and taste has been really weird. It smells strongly like a mixture of spiced grease, fried garlic and coffee grounds to me. Food smells really offputting and tastes really bad as well. I've only tasted my food properly for about seven times ish for the past month? Is anyone else experiencing the same issue? I'm super worried."
427,Post Covid -Menstrual Cycle,https://patient.info/forums/discuss/post-covid-menstrual-cycle-748229,2020-10-15T11:44+00:00,"
                                jeannieh300
                            ",I have had the nexplanon now for over a year and was not having a monthly period at all up until I had Covid. Post covid my cycle changed and I am now getting my period about every 14-16 days. It is heavy and will last anywhere from 7-8 days. I was wondering if anyone other females were experiencing this same issue with their mentrual cycle post covid?
428,Several weeks past COVID and new tingling in hands and feet/horrible muscle weakness??,https://patient.info/forums/discuss/several-weeks-past-covid-and-new-tingling-in-hands-and-feet-horrible-muscle-weakness--746817,2020-10-14T11:49+00:00,"
                                kris41075
                            ","I tested positive for COVID-19 August 22nd after losing my taste and smell. I also had a clogged ear and dizziness. Two weeks went by and my taste and smell returned. I am now  4 weeks past being diagnosed and last week I started to have tingling pins and needles sensation in both of my feet. This week I've had horrible lower leg muscle weakness. The pins and needles sensation started to spread to my hands and now I have the weakness in my arms! It comes in waves where I start to feel better and I think it is going away but then it hits me hard with extreme weakness in my arms and legs with the tingling and sometimes burning pains. I read online patients some patients can acquire Guillian-Barre syndrome after being exposed to Viruses such as COVID and my symptoms sound like the disease! I'm scared that this could get progressively worse and I end up in the hospital, I'm not sure though because the severity comes and goes every few hrs . My doctor did lab work which all came back normal.  I messaged her again about what I should do next if it continues to worsen and I'm waiting to hear back. Has anyone else experienced this after being exposed??"
429,COVID 19 - neurological symptoms ,https://patient.info/forums/discuss/covid-19-neurological-symptoms-747941,2020-10-11T21:41+00:00,"
                                k18841
                            ","Hi All!

so i've been experiencing unusual symptoms which i think may be due COVID-19 and wanted to know if anyone else has similar symptoms. It began last week with a severe panic attack that caused me to hyperventilate. My breathing was heavy and i experienced tingling in my hands and feet. The next few days i had similar symptoms, i saw 4 different doctors and they diagnosed it as a panic attack since my COVID results came back negative. i occasionally feel a warm sensation in my chest and legs/feet. I also experience chills and hot flashes. I do not have a cough or fever. Throughout  each day i occasionally feel a throb or pressure in my head, the pain subsidises when i lay on my side. i also sometimes experience confusion and brain fog and i've recently developed, what it seems to be Foreign language syndrome. im currently on day 8 and the symptoms have gotten a lot more manageable, however, i do have an occasional dry cough. Is anyone else experiencing this?"
430,redspots,https://patient.info/forums/discuss/redspots-747622,2020-10-09T22:56+00:00,"
                                oshane97666
                            ", am seeing strange redspots in the back of my throat and having a dry cough am wondering if this is covid 
431,Burning nose sensation.,https://patient.info/forums/discuss/burning-nose-sensation--744101,2020-10-04T22:11+00:00,"
                                TansyTyler
                            ","In early March I suffered what seemed like Covid 19 symptoms, I experienced everything that could possibly be connected with the virus but no high temperature, the temperature has remained within the operating ceiling of 34.5-35.5, I feel better most of the time but I do have my days where even getting out of bed is a chore and lethargy a major problem, the one sensation that has remained is a constant burning effect of the nose and surrounding nasal tissue, (imagine if you will someone holding a ghost chilli pepper under your nose, nothing seems to alleviate the symptoms and I'm just wondering could this be a post viral long term problem, your thoughts would be greatly appreciated, many thanks."
432,Loss of smell and taste,https://patient.info/forums/discuss/loss-of-smell-and-taste-747172,2020-10-04T03:34+00:00,"
                                tzumi56935
                            ","So I'm experiencing a loss in smell and taste since past 6 days. I came in contact with a COVID-19 patient but I did not have any symptoms. I did get tested early and it came out negative.
I've been feeling some fatigue and pelvic pain too.
But losing my sense of smell and taste is the most frustrating part.
I can smell extremely concentrated things like shampoo but only up close, can't smell anything from far.
I do have basic tastes like sweet, salty and bitter but no distinct flavour :(
How long does it take to recover from this? And any tips for the same??"
433,NHS Covid 19 app,https://patient.info/forums/discuss/nhs-covid-19-app-747411,2020-09-30T10:23+00:00,"
                                kevinjose75238
                            ","I am not totally convinced that this app will be so beneficial to all.
My concern is the roll, in which the smartphone Bluetooth is applied.
I understand that if you become within 2mts  of a registered positive
tested person , who has put there information into the NHS app it will
then pair up with another phone which in turn will tell that person that they
have been in contact with a positive tested person. Problem I see is that
people may have to self isolate, on the phones information. There may
be no proof that these two phone owners have actually had physical or
biological contact. There might be an eight foot high garden fence between
them.  The average range on a Bluetooth device is 10mts so what's to prevent
that the Bluetooth pairing is done at 6mts 
Thanks
"
434,nose discomfort and loss of smell and taste,https://patient.info/forums/discuss/nose-discomfort-and-loss-of-smell-and-taste-747215,2020-09-26T02:27+00:00,"
                                tzumi56935
                            ","Hi,
I've been having a discomfort in my nose since the last few days. It feels sort of congested on the inside even though it isn't actually congested. I had a runny nose few days back but now it's okay with just this weird congested/pressure like feeling in my nose.
I am also not able to smell or taste anything except basic sweet and salty flavours but nothing distinct.
I did come in contact with a COVID-19 patient and it started a few days after that.
Slight fatigue and headaches.
No fever, cough or any other symptoms.
I got the test done and it came out negative but I may have got the test done too early or too late maybe.
What can I do now?
Also, how long does it take for the smell and taste to return?
Thank you so much!"
435,Covid 19 loss of smell and taste,https://patient.info/forums/discuss/covid-19-loss-of-smell-and-taste-734276,2020-09-25T10:17+00:00,"
                                sarah51038
                            ","Hi
I started with headaches a week ago, then on Sunday morning I woke up feeling absolutely exhausted and with a high temp. I had a dry cough for a day but now its subsided. But I have had a complete loss of taste and smell, and I mean completely! Has this happened to anyone else? 
Im a nurse and able to get tested tomorrow. When I have the results I will post. 

"
436,Covid 19 taste and smell issues,https://patient.info/forums/discuss/covid-19-taste-and-smell-issues-735714,2020-09-25T10:08+00:00,"
                                amanda15455
                            ",Am now on about day 6 after confirmation and whilst my symptoms fluctuate and some have passed I still have real problems with my sense of smell and taste - I find most things taste vile and smells have changed to one indescribable one - coffee sends me over the edge. Does anyone else have this and does it wear off??? 
437,COVID19 Neurological Symptoms,https://patient.info/forums/discuss/covid19-neurological-symptoms-738606,2020-09-25T09:06+00:00,"
                                lizeth66253
                            ","Hi

It is Day 11 since i was diagnosed with COVID 19 .  I was tested twice to confirm the diagnosis.
It started  with GI symptoms,  lack of appetite, lack of taste and smell, no fever,  and thereafter i developed a sore throat and a mild couch, tiredness and  extreme anxiety. 

Since yesterday, i have neurological symptoms, visual disturbances, dizziness, headache in frontal part of the brain and tingling in my hands and feet. My fever has also gone up. I will appreciate if anyone can let me know if they have experienced similar symptoms and at what stage do you seek medical assistance for neurological symptoms."
438,6 months in,https://patient.info/forums/discuss/6-months-in-746424,2020-09-23T14:46+00:00,"
                                luke63153
                            ","hello everyone, i wrote on here about 5/6 months ago when i first got ill. ive had pretty similar stuff to most of you (i am breathless all the time, cant exert myself much because i get tired and really breathless at night). if im honest i am pretty much the same as i was 6 months ago with no improvement. i had a private antibody test, but it came back negative. after pushing my gp i had an xray which was all clear. other than that i havent really had much help from the doctor - they just say i have asthma triggered by a virus. im not sure about anyone else, but the inhalers dont seem to help at all and im not sure what else to do, is there any other treatment i can have? they prescribed me some steriods, but im not sure weather to take them as i know they can weaken your immune system. ive heard there are covid clinics, should i see if i can get refered? ive figured out i cant exert myself (i seem to get a delayed reaction for a couple of days after). any tips would be great. thanks"
439,Could I have covid?,https://patient.info/forums/discuss/could-i-have-covid--746827,2020-09-19T18:37+00:00,"
                                Airisto
                            ","Before I explain whats wrong I have a doctors apt scheduled for tomorrow and I am getting tested, I am just posting here because I am kind of impatient and want to hear opinions right now. 

I am 22 (F), right now I am living at home with my mom and dad, and brother. My mom and I have been very good about not leaving the house unless needed, I have only been to work and occasionally out to a store for school supplies and I have had no issues. 

My brother on the other hand, has been out partying and drinking and around so many people this summer, long story short, he got covid around 3 weeks ago. Fast forward a bit and he is released from isolation, but now my mom tested positive for covid, and the only explanation is from my brother, since she wasnt around anyone else. 

Fast forward to now, and I am not feeling great. I do not have a fever but I started to get a small cough, I slept all day yesterday, and I have chills every once in a while. 

Does this sound like I could possibly have covid? My brother was asymptomatic minus he couldnt taste or smell, and my mom is doing much better but she felt like she had a bad sinus infection/cold. I really dont want to have covid, but I havent been anywhere in the past 2 weeks (work told me to stay home and quarantine) so I dont know, covid doesnt seem out of the question...

"
440,COVID shortness of breath,https://patient.info/forums/discuss/covid-shortness-of-breath-746805,2020-09-19T00:00+00:00,"
                                sheamus29713
                            ","****hi
i had a positive test yesterday the only signs i have is a shortness of breath  though i had a bilateral pulmanory embolism 3  yeats ago  would that be a reason for being ill?"
441,I had Covid few months ago and get recovered. Now I am getting sick a lot. What should I do?,https://patient.info/forums/discuss/i-had-covid-few-months-ago-and-get-recovered-now-i-am-getting-sick-a-lot-what-should-i-do--746457,2020-09-15T17:43+00:00,"
                                Dr.red
                            ","I had Covid about 3 months ago and got recovered. But last month i got sick 4 times. They were mild illnesses, but i have never had these much cold this often. Could this be side effect of Covid-19, or the drug that i used (favipiravir)? And what should i do? By the way, I was examined, and gave diagnostic tests when i got cold first time. It was negative and IgG level for coronavirus was high."
442,Severe Pain Medications ,https://patient.info/forums/discuss/severe-pain-medications-746546,2020-09-14T18:47+00:00,"
                                mariusz01731
                            ","We have medications for Severe pain such as tramadol, morphine and fentanyl. Opioid painkillers work best when used for short periods of time only. Long-term use of opioid painkillers can result in tolerance and dependence on the medicine.  Text 424-209-7744 if interested "
443,I was sick  3 weeks ago of Covid I got cured but I still cough even after all this time ,https://patient.info/forums/discuss/i-was-sick-3-weeks-ago-of-covid-i-got-cured-but-i-still-cough-even-after-all-this-time-746394,2020-09-14T13:37+00:00,"
                                Crism123
                            ",is this something normal or its something that is a specific problem
444,Covid-19 and Guillain-Barré Syndrome,https://patient.info/forums/discuss/covid-19-and-guillain-barr%C3%A9-syndrome-745627,2020-09-02T04:09+00:00,"
                                K652
                            ","A few years ago, my son had Guillain Barré Syndrome following a bout of 'flu.  Guillain Barré is an auto-immune syndrome where anti-bodies are generated to combat, say, a 'flu, and end up attacking the body's own peripheral nervous system.  Fortunately he was diagnosed and treated very quickly, and has completely recovered.  I read that if someone has had Guillain Barré, they have about a 1% chance of getting it again in their lifetime.

My worry now is concerning Covid-19, particularly now that people seem to be ignoring the social distancing rules.  Is is possible or likely that a Covid-19 infection could re-trigger his Guillain-Barré?  He is in his 20's, and has just finished university, so he should be looking to start his career.  But should he be shielding instead?


"
445,Covid,https://patient.info/forums/discuss/covid-745001,2020-08-24T20:39+00:00,"
                                tom69824
                            ","hi. if i use my jacket sleeve to press doorbell, would people in house be ok with that. im not worried about getting anything from door myself. just wondering about the people inside. "
446,Tests,https://patient.info/forums/discuss/tests-744803,2020-08-19T13:55+00:00,"
                                e97070lle
                            ","**Had a Covid-19 test today which was pretty unpleasant. I have a few questions for community members who have tested positive...**

1. Did your symptoms include a sore throat? My primary symptom is a sore throat and general achiness/weakness plus sneezing. I had a test because my partner has to have one (he has similar symptoms) to ascertain if he can go back to work.

2. How long was it before you started feeling better?

3. How long did you self-isolate for after your diagnosis?"
447,COVID19 and Eye pain,https://patient.info/forums/discuss/covid19-and-eye-pain-744689,2020-08-19T12:54+00:00,"
                                Lola1961
                            ",I still have covid19 after being diagnosed July 2. My newest symptom is the feeling of lighting going thru my eyes  and they get blurry. Anyone else having eye problems?
448, Can Covid affect the muscles? ,https://patient.info/forums/discuss/can-covid-affect-the-muscles--742542,2020-08-18T02:14+00:00,"
                                jan34534
                            ", I hear so much that it causes cough and fever. I thought I heard that it could also affect the muscles. And sometimes even the nervous system. Wondering if anybody has heard of that 
449,Post covid problems ,https://patient.info/forums/discuss/post-covid-problems-744667,2020-08-17T19:58+00:00,"
                                alank-belfast
                            ","Hi everyone. 
I had covid back 1st week in April.  6 days in bed with almighty pain in my kidneys and was convinced it was a serious kidney disease or infection with really high temperatures  and the other symptom was a seriously dry mouthno cough that week.  was tested positive a couple of days later.
I thought after a couple of weeks off work I'd be able to get back to work   big mistake!   4 months later and I've had to go on the sick for a month with chronic fatigue.   I thought I could exercise my way to health but it backfired.  I WAS feeling the fatigue  before now but was somehow managing it but it finally stopped me in my tracks BIG time.   Other symptoms include  pins and needles  in my forearms right to my fingers ,
numbness in my cheeks,  cloudy thinking, a kind of numbness in my ham strings and calfs that make me feel like I have lead boots on, anxiety attacks outa the blue, I can't stand for more than 10 or so minutes .
I'm 2 weeks into my 4 weeks off and don't think I'm any better  Damn this virus!"
450,In a conundrum.,https://patient.info/forums/discuss/in-a-conundrum--743923,2020-08-11T08:30+00:00,"
                                shannon64495
                            ",Woke up Monday with an irritated sore throat the day continues with sinus pain and nasal congestion.  Tuesday I go to the Dr I am diagnosed with sinus infection prescribed Z Pack and Prednisone to start Wednesday morning.  I never once ran a fever or had the feeling of a fever.  By midday Wednesday I was already feeling better.  No sinus pain now I was having some decongestion. I return to work Thursday as I work at a veterinary hospital and we've been full functional the entire pandemic.  Come Friday my husband is feeling ill too same things as me not as severe.  So while at work with the girls my colleagues were asking how I was feeling I responded with I'm well but my husband is feeling off now too.  So now I'm awaiting Covid test results for Dr diagnosed sinus infection in order to return to work.  Do I have covid?  Awaiting the test results.  I'd like to point out I'm an asthmatic.  I'm controlled now but that wasn't always the case. 
451,Questions for those diagnosed with covid19.  Covid world is a lonely world. Let’s talk about it. ,https://patient.info/forums/discuss/questions-for-those-diagnosed-with-covid19-covid-world-is-a-lonely-world-let-s-talk-about-it--742193,2020-08-07T05:07+00:00,"
                                noel77
                            ","I was recently diagnosed with covid 19 and had a few questions for others diagnosed  too.  

Your gender:
Age:
 How long ago diagnosed covid+:
Initial symptoms causing testing: 
Blood type:
Other health issues: 
Active or not:
Timeline of symptoms if you remember:
Loss sense of smell, taste, or both
Regained senses back and if so after how long:
Do you wear a mask when in public, if so what kind: 
How do you think you got it:
Are you scared: 
Occupation: 
Were you sick in the last 2 years with similar symptoms: 
____


*I will answer first ;)*

Your gender: F
Age: 34
How long ago diagnosed covid+: 5 days ago
Initial symptoms causing testing: mild cough and fatigue
blood type: A+
Other health issues: none
Active or not: run 4 miles 3 days a week 
Time line of symptoms if you remember: day 1 -fatigue and mild cough, day 2- extreme fatigue , worst cough, temp 100F, sob, weird dreams, nasal congestion , day 3 -loss sense of taste, day 4- lost sense of smell and taste, day 5- chest pain and still no smell or taste. 
Loss sense if smell, taste, or both: both
Regained senses back and if so after how long: nope
Do you wear a mask when in public, if so what kind: yes and droplet 
How do you think you got it: either at work or from my boyfriend who also has it
Are you scared: very much so
Occupation: nurse
Were you sick in the last 2 years with similar symptoms:  yes back in FEB 2020 same symptoms but 10X as bad with a fever also back then, I tested positive for the flu

Sorry for all the questions and and thank you! "
452,"In Aberdeen on Saturday, Scared I have Covid 19",https://patient.info/forums/discuss/in-aberdeen-on-saturday-scared-i-have-covid-19-743796,2020-08-06T08:43+00:00,"
                                Blkdragon2012
                            ","Hi, 

So went out in Aberdeen on Saturday night just past for a few drinks. Both pubs I was in was sat a t a separate table from anyone else. I then joined a couple of friends when they came in. I checked with staff if this was OK as didn't want to just join in case that wasn't aloud. But she was happy about it.  The table I was sat at my friend's was smaller but we were all sitting back in our chairs so it didn't mean we were all hunched over the table. We then moved on to a another pub but there was a bit of a wait to get in. Hardly any social distancing in place nobody listening to security at all. I then decided to leave as I wasn't comfortable in that situation. In hindsight I shouldn't of gone out. But now I'm scared I've put my whole family at risk. Or it's all in my head. I don't have any symptoms just now and I do use a vaporiser so I do tend to cough now and again. Has anyone else had thoughts like this. I've also managed to get a home test sent out as I want to make sure. "
453,"New here, Hello!",https://patient.info/forums/discuss/new-here-hello--740887,2020-08-04T09:38+00:00,"
                                stacey64277
                            ","Hi I was diagnosed positive yesterday.  I was feeling alone as I'm isolated away from my family, and thought I would look for an online forum or something to connect with others.  It was interesting and scary to read through some of the past posts.  I'd really like to have someone else to discuss whats going on.  Please reply..."
