,Titles,Links,Author,Content
436,Grandmas and grandpas...opportunity knocks! Ideas during COVID  ,https://connect.mayoclinic.org/discussion/hey-there-grandmas-and-grandpas-opportunity-knocks/,"Chris Trout, Volunteer Mentor @artscaping","They say you have never loved so unconditionally as when that first grandchild arrives. Your capacity for forgiveness increases, you let go of your critical and judgmental side and you laugh joyously and frequently."
437,COVID Fatigue,https://connect.mayoclinic.org/discussion/covid-fatigue/,"Merry, Volunteer Mentor @merpreb","I live in a college town on the ocean. My university and other schools in the area are reopening too. Unfortunately, so many people are just plain tired of wearing masks, especially college kids. I hear them for sure. When I went to college I knew everything, was immune to anything serious and I was out to conquer the world. I wasn't living in reality. College isn't the real world. It's a time for testing, experimenting and finding our limits. "
438,COVID and hypertrophic cardiomyopathy ,https://connect.mayoclinic.org/discussion/covid-and-hypertrophic-cardiomyopathy/,jenturbeville @jenturbeville,Is the Covid drug therapy HCQ safe for those of us with HCM? From what I’ve read HCM puts me in a very high risk group should I get this virus. I’d like to know if you consider this a viable option of treatment. My surgery to remove my obstruction (due to HCM) was done at Mayo Clinic in 2016.
439,Prepared for a Medical Emergency?,https://connect.mayoclinic.org/discussion/prepared-for-a-medical-emergency/,fiesty76 @fiesty76,"My neighbor friend called Thurs almost hysterical: “Please call 911 and come down. Bob (in mid 80s) has fallen.” When I hurried over, Judy was so red in the face, I was as concerned for her as for Bob. I have never seen someone so flushed. I asked her sit down and fortunately EMS arrived in minutes. Hooray for them!"
440,Cooking during pandemic ,https://connect.mayoclinic.org/discussion/cooking-during-pandemic/,ihatediabetes @ihatediabetes,"Hi everyone, I thought I would start a discussion on pandemic cooking. I have been cooking better since the pandemic made me have to cook at home. I make salad with homemade dressing. Plus I add a main dish. Yesterday I made spaghetti with meat sauce. I put in frozen riced cauliflower and succotash into my sauce. The frozen vegetables add depth and nutrients. I try to follow the healthy cooking principles the Mayo Clinic wellness classes that I have taken.. Have other people been working on the pandemic cooking skills? "
441,How to make a face mask more comfortable,https://connect.mayoclinic.org/discussion/how-to-make-a-face-mask-more-comfortable/,"Sue, Volunteer Mentor @sueinmn","Among the major complaints about cloth facemasks is what I call the ""wet nose"" effect – eventually, breathing and talking make the mask feel damp & uncomfortable. And the fabric against the face makes it difficult to speak clearly. I wear my mask all day while caring for my grandchildren, and found I neede 2-3 masks to get through the day. "
442,Making facemasks for Mayo Clinic ,https://connect.mayoclinic.org/discussion/making-facemasks-for-mayo-clinic/,ihatediabetes @ihatediabetes,"Hi everyone, I saw my doctor at Mayo Clinic yesterday. He had one of the facemasks that I sent to him in the spring time in his pocket. He liked it very much and said he could use more. So I am sending him my current stock of facemasks to Mayo Clinic and my doctor is going to give them away at Mayo Clinic. He even put it into my note that I offered to sew facemasks for health care professionals and was sending some. I have 92 right now. So I am happy and pleased that I can make homemade facemasks to the Mayo Clinic standard. They always require the best no matter what it is. I use 100% quilting cotton or cotton sheets for the front. Then I use premium muslin for the interface. Then I cut 2"" or 3"" elastic bands into narrow ribbons for ear loops. I also use 100% cotton quilting thread. Then I iron pleats into a starburst pattern so that when do my final sewing that the facemasks have a concave shape. That's more comfortable for the wearer. "
443,Hi! COVID and nasty throat side effects,https://connect.mayoclinic.org/discussion/hi-6/,love2teach1956 @love2teach1956,"I’m new at this let me start off with 3 months ago I came down with covid. It was mild. My throat looked nasty, I had a low grad fever for maybe 2 days. I had alot of the symtoms. I’m a teacher so Of course I stayed home in isolation with my family for 14 days the rest of the family test came back negative. Mine at first was positive of course with sars2 after the 17 days the only symtom was my throat. Dry, irritated. I went got a test negative. I was so confused I couldn’t understand. My throat looked like dawn of the dead Lol. Nasty. I could swallow but it was strange looking. So aweek later I went to urgent care for another test. The Dr came in gave the test I asked her to look in my throat . She did and backed away and said I was shedding. Then she asked if I would be interested in antibody testing. So I did that. Later my negative came back. Now we are in late August. My throat is still nasty now it has bumps in the back and I have a puss pocket on my tonsil. She thought strep did throat culture came back neg. But took antibiotics. Than my throat started turning white. Tongue.now she thinks maybe thrush or not. Was taking that med for abt 1week when noticed throat was turning red puss pocket still there. Kinda bumpy in the back of throat. Next stop ENT dr. Is this from covid? Dry throat mucus. No coughing. What is going on!!!And I have never been sick. This did. Not put me in the hospital. I pray it won’t."
444,COVID-19 and MAC: What are you doing differently to protect yourself?,https://connect.mayoclinic.org/discussion/covid-19/,kathyhg @kathyhg,Is anyone doing anything differently to protect themselves now that we are facing the reality of covid-19?
445,Your tips: Making communication clear when wearing a facemask,https://connect.mayoclinic.org/discussion/your-tips-making-communication-clear-when-wearing-a-facemask/,"Colleen Young, Connect Director @colleenyoung","Facemasks make clear communication harder for everyone, but especially for people with hearing loss.Here’s a quick tip sheet from the Danish Association of the Hard of Hearing in partnership with HLAA and the IDA InstituteCommunication tips when using face masks"
446,"""That Discomfort You're Feeling Is Grief"" and Tips ",https://connect.mayoclinic.org/discussion/that-discomfort-youre-feeling-is-grief-and-tips/,fiesty76 @fiesty76,"From David Kessler, co-author of Kubler Ross's ""5 Stages of Grief"", posted in Harvard Business Review.  Now months after the initial outbreak of Covid-19 and publication of this article, I found re-reading this last night very supportive and encouraging.  "
447,"How long to quarantine if symptomatic, but COVID test negative?",https://connect.mayoclinic.org/discussion/covid-question/,carolinerpt @carolinerpt,If someone has symptoms of Covid but has a negative test during the time of symptoms how long do they need to quarantine ?
448,Who Can Visit A Patient During Covid 19 Times?,https://connect.mayoclinic.org/discussion/who-can-visit-a-patient-during-covid-19-times/,vanessag @vanessag,My brother-in-law is scheduled for surgery. He will be hospitalized about 5 days. Can family be at the hospital the day of surgery? Can we visit the patient while they are in the hospital?? Thanks in advance…
449,Best and worst masks Covid-19,https://connect.mayoclinic.org/discussion/best-and-worst-masks-covid-19/,cindiwass @cindiwass,"I just bought a pullover face & neck mask thinking it would be protective, but now I read that a ""gaiter"" or fleece mask (not sure if they're the same thing) are the worst, along with bandanas. Comments, anyone?"
450,Tested negative twice for covid ,https://connect.mayoclinic.org/discussion/tested-negative-twice-for-covid/,ihatediabetes @ihatediabetes,"Hi everyone, so far I had two covid tests spaced weeks apart and they were both negative. I always wear a facemask in public but both times I thought I had been exposed and was having symptoms. I don't know if I was lucky or if my facemasks are working or if covid really isn't that contagious. I feel that I go out quite a bit. I was volunteering at food shelf, shopping for food and fabric. Now I am taking my son to physical therapy. I feel like life is almost normal. So right now I am thinking that as long as we wear facemasks, practice social distancing, and wash our hands or use hand sanitizer that we can live an almost normal life. I don't feel afraid anymore. "
451,Monthly Coronavirus Statistics Worldwide and in USA ,https://connect.mayoclinic.org/discussion/monthly-coronavirus-statistics-worldwide-and-in-usa/,Don Higgins @dsh33782,"Monthly Coronavirus Statistics Worldwide and in USA as of 2020-05-31.
New monthly graphs show peak in April.
See link to Adobe Report with statistics, graphs, and reference links (PDF format)
http://don-higgins.net/coronavirus/Coronavirus_Statistics.pdf"
452,Food shelf frenzy ,https://connect.mayoclinic.org/discussion/food-shelf-frenzy/,ihatediabetes @ihatediabetes,"I'm volunteering at a food shelf in St. Paul. We are giving away hot meals and lots of food. It's basically a food giveaway. But people are congregating on the sidewalks and reaching over each other to pull food out of boxes we bring out to put on tables outside. People are grabbing meat, potatoes and onion, yogurt, pies, fruit, and whatever else we have. We never know what's going to be in the food giveaways. But I am concerned about all these unmasked people on the sidewalks that are reaching over each other. Plus there are many elderly, disabled, and non-English speaking, and homeless people outside with us trying to get food. I think they could pass Coronavirus to each other and/or the staff and volunteers. I don't know the solution to this problem but it's happening on the sidewalks outside the food shelves. "
453,COVID-19 Long Haulers: Symptoms lasting 30 days plus,https://connect.mayoclinic.org/discussion/covid-symptoms-lasting-30-days-plus/,lmspencerpac @lmspencerpac,"My name is Lindsay I’m 38 and a physician assistant. I most likely contracted Covid from a sick patient I was caring for. I started off symptoms wise with a sore throat and burning chest pain. This followed by almost a week of feverish chills intense body aches and headaches. These symptoms then lessened and the shortness of breathe started. The breathing was worse at night. On the worst night I sat up struggling to breathe all night long which prompted an ER visit.I am seeking discussion and support here because my symptoms have not yet entirely subside after 8 weeks.The shortness of breathe improved slowly over two weeks. I am left with fatigue, dizziness with exertion at times and a racing heart usually every night followed by breaking out in a sweat and chest burning. These symptoms have been present since the shortness did breathe started and only slightly lessen with time. Just when I feel better I will have a rough night. This is how the symptoms have been all along.. a roller coaster.I have had the million dollar work up meaning general labs a ct of my chest an echo of my heart and even wore a heart monitor.My pulmonologist, cardiologist and PCP all have not much to say. Other than to rest.I have overall been very healthy and now find myself unable to get through the day with out lying down and am up many nights with a racing heart and sweats and recurrent mild sob even.I’m seeking to hear from medical professionals or individuals who find themselves with lingering symptoms. I’m not sure what to do next and am worried. I have young kids who I want to live for and my job after 8 weeks grows impatient with me to return to the field of caring with sick Covid patients."
454,Heard something about COVID and reinfection,https://connect.mayoclinic.org/discussion/heard-something-about-reinfection/,cindiwass @cindiwass,"Listening to some doctors talk on radio and they were talking about reinfection, possibly from feces of an infected person, but saying it was unlikely. My question is — is reinfection possible? Let’s say a person who has COVID19 sneezes and the little covid particle gets in the nose, mouth, or eyes. From that same person. So the question is: is reinfection possible? Or double infection, if you know what I mean? I am figuring the person has the virus. It’s still all mysterious, imho."
455,Isolation:  How Do We Handle it?,https://connect.mayoclinic.org/discussion/isolation-how-do-we-handle-it/,"Teresa, Volunteer Mentor @hopeful33250","As boundaries are being mandated in order to prevent the spread of COVID-19, these boundaries are affecting every area of our lives. Many hospitals, assisted living facilities, places of worship, libraries, restaurants, community centers are being closed to visitors and public gatherings. For many of us, these keep us from our typical ways of connecting with others and engaging with a supportive community."
456,COVID: July and Still No Decisions About Public Schools Reopening,https://connect.mayoclinic.org/discussion/its-july-and-still-no-decisions-about-public-schools-reopening/,fiesty76 @fiesty76,"What are parents deciding? Will children be attending if campuses reopen? Will many choose to continue online schooling? How are others deciding what to do? How are others weighing the pros and cons of either option? This is weighing heavily on many of us and some are seeking creative, alternative solutions for schooling in the fall."
457,COVID-19 Testing: How are the data calculated?,https://connect.mayoclinic.org/discussion/covid-19-testing/,tjdog @tjdog,"I’m hearing that if a person tests positive for Covid-19, then is tested again in a couple of days and tests positive again, it’s reported In the statistics as 2 positive tests. Each subsequent positive test for that same person is counted again, even though this person did not test negative between tests. Does anyone know if this is true?"
458,Grief in the Time of Covid-19,https://connect.mayoclinic.org/discussion/grief-in-the-time-of-covid-19/,fiesty76 @fiesty76,My closest friend of decades died Tuesday but today is just like Tuesday last week or any other Tuesday two months ago for me.
459,COVID-19 and Cancer: How are you preparing for the re-opening?,https://connect.mayoclinic.org/discussion/covid-19-and-cancer-1/,"Merry, Volunteer Mentor @merpreb","I have stage 4 multifocal adenocarcinoma of the lung. It is an NSCLC. I would be very frightened to have to choose whether to get treatment, if needed, or stay home. This virus is deadly and spreads very easily. It can spread from a person who is non-symptomatic, which is even scarier. Having cancer is no joke. It makes us susceptible to so many other illnesses and CIVD-19 is one of them. Dr. Tanios Bekaii-Saab talks about being able to undergo treatments for cancer during our pandemic.https://connect.mayoclinic.org/page/podcasts/newsfeed-post/cancer-treatment-during-the-covid-19-pandemic/"
460,Blood Types and Covid-19,https://connect.mayoclinic.org/discussion/blood-types-and-covid-19/,jack32 @jack32,"According to one or more preliminary studies it has been noted that people with blood group A+ are more at risk of becoming infected with coronavirus as well as needing hospital treatment. Can anyone confirm this is the case, and what advice can you give to those of us that are Blood group A+? And if this is the case then why is that Blood group A may have worse cases of the virus?"
461,Confused about Covid-19 symptom progression,https://connect.mayoclinic.org/discussion/confused-about-covid-19-symptom-progression/,mkqq @mkqq,"Hi all,"
462,Life is an Adventure - How to keep it up with Covid-19?,https://connect.mayoclinic.org/discussion/life-is-an-adventure-how-to-keep-it-up-with-covid-19/,"Sue, Volunteer Mentor @sueinmn","For those of us whose mantra is “Life is an Adventure” being confined is a torture. What are you doing to stay positive and hang on to that feeling while self-isolating? How are you dealing with cancellation of activities and trips?If I stop to muse, I get very sad – my little adventures with my young grandsons have stopped for now, my annual trips to favorite places are cancelled for this year, our long-anticipated trip to the Passion Play is postponed to 2022, and our autumn road trip with friends is in doubt. So, I try to not dwell on those.I find that the improving weather helps – I go out and walk my neighborhood every day and really observe what is there, admiring blooming trees, emerging gardens, even kitschy yard art along the way. And I try to spend 2 hours in my own gardens working, then I sit quietly on the patio to enjoy the result.And I guess learning to participate in my formerly face-to-face volunteer activities remotely is a sort of adventure – it surely has challenged my mind and my tech skills.But I haven’t yet resorted to the cleaning and sorting of stuff that seems to be popular among my friends and neighbors – if this goes on….What are you doing for adventure these days?Sue"
463,Daily Statistic and Graph of US and Worldwide cases and deaths,https://connect.mayoclinic.org/discussion/daily-statistic-and-graph-of-us-and-worldwide-cases-and-deaths/,Don Higgins @dsh33782,"Statistics and graph are updated daily so you can see when the curve begins to flatten and we can discuss what it means:
http://don-higgins.net/coronavirus/Coronavirus_Statistics.pdf"
464,"COVID-19, the fear of the flu",https://connect.mayoclinic.org/discussion/covid-19-the-fear-of-the-flu/,MGMolly @Erinmfs,"I’m going to stick my neck out and say this. I’m not convinced this illness is really new. What if we had this flu like illness even last year? We weren’t testing for it, its nasty flu that the flu shot doesnt cover. What do others think? I’m glad things are calming down on the media now, kinda."
465,COVID-19 and Addiction Recovery: The Importance of Staying Social,https://connect.mayoclinic.org/discussion/covid-19-and-recovery-the-importance-of-staying-social/,"Teresa, Volunteer Mentor @hopeful33250","Hi to all of you dealing with recovery, social distancing as well as COVID-19. I recently received this blog from Smart Recovery regarding the importance of Staying Social. Are you aware of the many online recovery groups that are available to you? Here is some valuable information."
466,How are you handling anxiety in this time of COVID-19?,https://connect.mayoclinic.org/discussion/anxiety-7/,tnmama @tnmama,I have health anxiety and I have noticed this coronavirus stuff makes it tons worse. I am constantly looking at the numbers
467,Where to get testing AZ for out-of-state person needing to travel?,https://connect.mayoclinic.org/discussion/testing-az-for-out-of-state-person-needing-to-travel/,cvanrip @cvanrip,"Our daughter is living with us in Scottsdale, she needs to get back to her Manhattan apt, to pack for a move west. She has been offered a place to stay while there with a family that has an elderly person. She needs a reliable antibody test, maybe even a COVID-19 test (not experiencing symptoms) with no AZ dr. Any ideas?"
468,Literally Caught With My Pants Down! Being prepared & COVID,https://connect.mayoclinic.org/discussion/literally-caught-with-my-pants-down/,fiesty76 @fiesty76,Only other olde school marms or perfectionists can possibly relate to this….
469,Sending covid patients to nursing homes in Minnesota ,https://connect.mayoclinic.org/discussion/sending-covid-patients-to-nursing-homes-in-minnesota/,ihatediabetes @ihatediabetes,"Hi everyone, there's an article in the Star Tribune today about the practice of transferring covid patients to nursing and long term care homes. I wonder if other people read it. I was very upset because they transferred covid patients into facilities where non-covid patients were living. Now over 80% of covid deaths are residents of nursing homes and long term care. This is upsetting to me and I haven't been able to concentrate. I wonder if we infected and killed elderly and disabled residents. Why couldn't they make sure covid patients tested negative before they transferred them or put them in separate convalescent homes? "
470,"Testing, Antibodies & Convalescent Plasma as Treatment Option?",https://connect.mayoclinic.org/discussion/antibodies-on-a-large-scale-treatment-option/,jdlogan65 @jdlogan65,"We all know that COVID-19 testing has lagged far behind the spread of this pandemic. You can extrapolate the reported cases, mortality rate etc. and assume that hundreds of thousands of people have already survived this virus and are carrying potential life-saving antibodies. Now that we will soon have rapid testing available why not reach out to those people, test them and ask for the only treatment currently available? A public service announcement would be a good start. We must protect our health care workers first and treat others according to what the experts determine. It is a bit scary being a transplant recipient and having a suppressed immune system. I have been taking precautions for 3 months and have self quarantined. I have seen so much good in people during this crisis. My neighbors are wonderful. It is good to see people coming together and helping each other."
471,How to manage depression during COVID19 age?,https://connect.mayoclinic.org/discussion/how-to-manage-depression-during-covid19-age/,aliali @aliali,"My depression is well managed by meeting friends and going to the gym. During quarantine hours, I can do neither which is truly terrible for me. My mood gets really low; my body gets really out of energy. One of the ideas I am considering is preparing a cold-water jacuzzi at home. My depression is well managed by immersing my body in cold water. I am also looking forward to hearing from you. I feel my goals are unachievable during COVID19 age; I need a good mood to achieve my goals. When I exercise at home, I feel better mood. But getting out of home, even to the street, has some positive effect on me. Please help me. You may need to know that I am living in Saudi Arabia. The quarantine hours here are from 5 pm to 9 am."
472,Distancing at home,https://connect.mayoclinic.org/discussion/distancing-at-home/,ozma @ozma,Is it advisable to sleep together or in separate rooms with your spouse if there are no symptoms/ and whether or not they work in public. If other members of your home work essential jobs. Should the stay in there own rooms when home from work or is six feet a safe enough distance …with or without a face mask.
473,Is there a connection between meningitis and COVID-19?,https://connect.mayoclinic.org/discussion/meningitis-and-covid-19/,susanbo2457 @susanbo2457,is there any connection between meningitis and covid 19. I’ve read that covid 19 can attack other organs beside the lungs. how can they tell the difference?
474,Living Alone: How would you prepare in case of getting COVID?,https://connect.mayoclinic.org/discussion/living-alone-and-getting-sick-with-covid/,fiesty76 @fiesty76,"Recent reports are coming out that after initial recovery from covid, some are suddenly becoming very ill again with the virus. A recent article from Business Insider started me thinking about this and steps I might need to take if I suddenly became too ill to call for help."
475,Personal care is beginning to return,https://connect.mayoclinic.org/discussion/personal-care-is-beginning-to-return/,"Merry, Volunteer Mentor @merpreb","Yesterday I received a call from a new PCP, who I have not met with as yet asking that I reschedule my appointment for next week to July. My appointments have now been re-scheduled 3 times since the beginning of the year. The only other doctor who is now booking appointments is my dentist but I am very leary of this. I’ll re-book my appointment that was supposed to be May 11th to later in the summer. I still need to re-book an eye exam and my oncologist is waiting to see what happens with COVID-19 What have you decided to do about your appointments that had been canceled or rescheduled? How soon will you resume your treatments?Mayo Clinic Q&A podcast: Expanding in-person patient care:"
476,How can I move safely during a pandemic?,https://connect.mayoclinic.org/discussion/moving-during-a-pandemic/,searching71 @searching71,"I just got a new job across the country and am looking for tips and resources on moving this July. I am not currently driving because of a seizure, but still need to get my car and dog moved too. I may have a friend make the trip with me to be my driver or I may need to find other options to move my car and dog. How can we move to a new community safely in this time? What resources are available?"
477,Cov19 at retirement party: Are you avoiding social gatherings?,https://connect.mayoclinic.org/discussion/cov19-at-retirement-party/,Funcountess @funcountess,"No parties for me. Was invited to a retirement party. Told the hostess it was no time for a party. I did not go, good thing because one of the guests was not showing signs of cov19, but did infect 3 other people at the party.Now the person who retired is in the hospital with the virus, as well as the other 2.Too dangerous for social gatherings, anyone out there with social gatherings in the future I suggest they rethink their plans.Stay well,Funcountess"
478,COVID-19 Antibody Tests,https://connect.mayoclinic.org/discussion/covid-19-antibody-tests/,"Merry, Volunteer Mentor @merpreb","In today’s Washington Post, there was an alert to be careful of Antibody tests. Antibody tests test whether you are immune to COVID-19 or not. “Antibody, or serological, tests are designed to identify people who may have overcome COVID-19, including those who had no symptoms, and developed an immune response. They are not designed to detect active infections.”https://www.washingtonpost.com/health/2020/04/19/fda-antibody-tests-coronavirus-review/"
479,What are the downsides to being tested for Covid 19,https://connect.mayoclinic.org/discussion/what-are-the-downsides-to-being-tested-for-covid-19/,"Jackie, Alumna Mentor @travelgirl","If a coworker doesn’t test positive for covid 19 but his wife who is a nurse, has tested positive covid 19. But she doesn’t show signs of any symptoms. Should you also get tested?The last day you worked with person was over a week ago. You don’t show any symptoms. Why would you go get tested? No one seems to know a clear answer? A doctor and nurse cannot advise either way. The answers are 3 times removed. No one gives a clear answer? How are other peopling handing this. Drs cannot write an order if you have no symptoms. This is a very complicated disease that’s for certain.Should you go get tested for no reason?"
480,COVID-19 Coronavirus and Lung Health: What can you do?,https://connect.mayoclinic.org/discussion/covid-19-coronovirus/,"Merry, Volunteer Mentor @merpreb","Good morning- I have hesitated to post anything about this new and dangerous group of viruses because I am certainly not qualified to discuss any science. And certainly not about genetics and viruses. But I can discuss how we can lessen our fears, be as prepared as we can and very simply if we get it, what do we do?"
481,"Not Touching Face, how many times.....",https://connect.mayoclinic.org/discussion/not-touching-face-how-many-times/,robbie1956 @robbie1956,"I never realized just how many times a day and night I catch myself touching my face, cheeks, ears, nose, forehead etc…almost a comfort zone for my busy hands… I find this old habit extremely difficult to break."
482,COVID-19 and risk for people with Diabetes & Diabetic Neuropathy,https://connect.mayoclinic.org/discussion/diabetes-2/,pearl3030 @pearl3030,Does anyone know why diabetes is on the risk list for covid complications? I am wondering if people with neuropathy (a common affliction for those with Diabetes) are also at a higher risk for complications?
483,COVID-19 Concerns: How do you help others understand?,https://connect.mayoclinic.org/discussion/how-do-you-make-them-understand/,wkcook @wkcook,"It has gotten so even using Social Media (Facebook, etc) is getting hard. So many people saying this is blown out of proportion and we should just get out and on with our lives. Most look at how many people die from the Flu each year and claim that COVID-19 is no different…Maybe not even as bad."
484,2+-months with C19-like symptoms & recent relapse,https://connect.mayoclinic.org/discussion/2-months-with-c19-like-symptoms-recent-relapse/,solterra @solterra,Hi – I’m joining and sharing to learn from this forum & share my story.
485,New Habits from COVID-19 and the New Normal,https://connect.mayoclinic.org/discussion/new-habits-ive-learned-from-covid-19/,"Teresa, Volunteer Mentor @hopeful33250","We are all looking forward to the future and going back to the former way of life that we enjoyed pre-COVID-19. But I’ve been reflecting on some of the adaptations in my behavior and attitude that I’ve been forced to make that I’d actually like to keep when the restrictions are lifted. For example, I intend to continue to wash my hands more diligently and likely more frequently as I’ve been doing these past weeks. I’d also like to retain the slower pace for as long as I’m able. It’s a pleasure to not be rushing around so much. When the busy-ness of life returns, I hope I can continue to insert slow into my day, at least for part of it. I’m planning on appreciating the medical community more (who have made so many sacrifices during this time) rather than criticizing them for what I perceive are their inadequacies."
486,New and ... feeling dread and unease of the times,https://connect.mayoclinic.org/discussion/new-and/,robbie1956 @robbie1956,"Hi, I’m new to the Mayo Clinic forums…like all, very aware of the times and I am very uncertain about everything….even trips to the store are laced with a feeling of unease…we wear masks and gloves, but sometimes at night I wake up with a feeling of dread..The old line out of the Ancient Mariner comes to mind,“Like one who on a lonesome road does walk in fear and dread, because he knows a frightful fiend does close behind him tread”…so glad to become a part of this forum…too much isolation…."
487,Making disposable facemasks ,https://connect.mayoclinic.org/discussion/making-disposable-facemasks/,ihatediabetes @ihatediabetes,"Hi everyone, I am trying to make disposable facemasks with blue shop towels, tape, and a stapler. I have been making fabric masks with a sewing machine for the community. But it takes a long time. Plus people need a sewing machine, skills, fabric. I can do max 24 per day. I believe we need a simpler way for people to wear facemasks. I get that we aren't supposed to wear medical masks. But why can't we make disposable masks with materials we can get in stores. I don't get the whole emphasis on fabric masks that have to be laundered. "
488,Can pneumonia vaccine prevent pneumonia if you have COVID-19?,https://connect.mayoclinic.org/discussion/pneumonia-shot/,basslakebabe19 @basslakebabe19,Will the pneumonia shot prevent someone from getting pneumonia if they develop Covid-19?
489,Recovered from COVID-19: Tongue and gum symptoms persist,https://connect.mayoclinic.org/discussion/tongue-and-gum-symptoms-after-recovered/,susanbo2457 @susanbo2457,I’m 74 and in good health and work in a supermarket and got covid-19.Tested positive twice. I’m out of quarantine and left with a tongue that is irritated.salt bothers it and I can feel a sore on my gum. does anyone else have these symptoms after recovering?
490,Virtual Tours: My plans to lessen the stress of quarantine. Yours?,https://connect.mayoclinic.org/discussion/my-plans-to-lessen-the-stress-of-self-imposed-quarantine/,bridgegoddess @bridgegoddess,"Hi I am 81 and have a decent diagnosis of PMR and I am currently on a very high dosage of Prednisone I have a very old degree in Pharmacy , and I am very grateful that my memory is still quite good I do know stress is a function that involves our adrenal glands. I know with the current dosage of Prednisone, I do not want to add any additional impact on my adrenal glands So I needed a plan to deal width the issues of social isolation.Here is the start of my daily routine:"
491,"62 years old, living alone and I have COVID-19, no family or friends",https://connect.mayoclinic.org/discussion/62-years-old-living-alone-and-i-have-covid-19-no-family-or-friends-a/,potterylady @potterylady,"I am on day 2 with the virus and I am concerned because I live alone, what if the symptoms become more than I can handle. I hear that it can get bad fast, so I am reaching out here in the forum for suggestions."
492,VP's visit,https://connect.mayoclinic.org/discussion/mike-pence-visit/,ihatediabetes @ihatediabetes,I have been stressed out with all the discussion on social media about VP Mike Pence’s visit to Mayo Clinic. Everyone is talking about Mike Pence not wearing a facemask. That does bother me. But now I don’t know even know what he was in Rochester for. I thought they were going to talk about testing.
493,We're told to wear masks. How do we do it safely and properly?,https://connect.mayoclinic.org/discussion/masks/,jerrynord @jerrynord,"We are told not to touch our mouth, nose or eyes to prevent getting the virus.If you can get the virus through your eyes, what good is wearing the mask?"
494,“Clinical for COVID-19”,https://connect.mayoclinic.org/discussion/clinical-for-covid-19/,ccbelle @ccbelle,"In virtual visit with PCP she told me that with my symptoms I am “clinical for COVID-19.” I had been swabbed a few days prior. She told me there was a very high probability that my test would come back negative because the virus had already moved down into lungs and also there was 30-40 % false negatives. I have had 14 days of fever following 3 days of diarrhea. I have had considerable difficulty breathing as I have asthma. If not for my rescue inhaler, I would have  required oxygen. It feels like there is a belt around your chest and inability to get a deep breath. My other symptoms are headache and nasal passage discomfort. Just curious how others compare and how long the fever lasts"
495,Why am I still sick with vagus nerve issues 5 weeks after COVID+?,https://connect.mayoclinic.org/discussion/why-am-i-still-sick-with-vagul-nerve-issues-from-covid-after-5-weeks/,wishercristy @wishercristy,Why am I still sick with vagul nerve issues from Covid-19 after 5 weeks?
496,Corona Virus & Heart Issues: Hope Everyone is Staying Home.,https://connect.mayoclinic.org/discussion/corona-virus-hope-everyone-is-staying-home/,BruceS @ch246cf10,"Hello Everyone,Been a while since I have posted. Everything good here. With taking BP Meds and Heart Disease issues I have been avoiding almost everyone except my Wife. Hope everyone here is well and being wise staying home and no seeing others. We are all in a high risk group."
497,COVID-19 and fatigue,https://connect.mayoclinic.org/discussion/covid-19-and-fatigue/,billweigle @billweigle,"In late October 2019 I went from walking 10-20 miles every third day with an elevation gain of 2,000 to 3,000 feet to a complete collapse with overwhelming fatigue and weakness. I couldn’t walk more than a fraction of a mile. I didn’t and still don’t have fever or cough, so neither the local hospital or my doctor would recommend that I get tested when I requested it a couple of weeks ago. I still feel too weak to walk more than a few blocks. I’m wondering if I was an earlier contractor of COVID-19. Has anyone else had a similar experience? I can’t think of any other reason for such a dramatic and rapid change of fitness."
498,COVID-19: Not wanting to get it in the first place,https://connect.mayoclinic.org/discussion/covid-19-2/,matthewlee @matthewleehile,Is it not a good thing if a person never got the virus in the first place? Wouldn’t people on ventilators want the blood/plasma from a person who lived life to the fullest and never got the virus. If I was on a vent I think I would try.
499,Can COVID-19 in your body come back after it's gone?,https://connect.mayoclinic.org/discussion/can-covid-19-in-your-body-come-back-after-its-gone/,mkqq @mkqq,"Hi all,"
500,I'm high-risk. How to stay safe when things start opening again?,https://connect.mayoclinic.org/discussion/covig-19/,suerc @suerc,I am very afraid of contracting this virus. I have asthma and high risk. Afraid when this country open. Some are pushing to open and it scares me.
501,Making facemasks ,https://connect.mayoclinic.org/discussion/making-facemasks/,ihatediabetes @ihatediabetes,"Hi everyone, I am spending time learning to sew and making facemasks for the hospitals. They asked for volunteers to make these due to shortage. I spent several days trying to hand-sew masks. It was so time consuming. So I bought a $99 sewing machine from Walmart and have been learning to use it by making facemasks. I still can't reload a bobbin so I bought preloaded bobbins. I haven't sewed since I was in home economics class in 8th grade. I plan to donate these 11 facemasks tomorrow at a local hospital. They have a drive-through lane for donations. "
502,Sleeping Well During Anxious Times,https://connect.mayoclinic.org/discussion/sleeping-well-during-anxious-times/,"John, Volunteer Mentor @johnbishop","I’ve been using a CPAP machine for almost 2 years now and I still find myself struggling to get what I think is a good nights sleep. I know it’s been worse lately since COVID-19 has been with us. I’m retired but my wife, son and daughter still are working and it does give me cause for concern which I’m sure every person shares with their families. I know that anxiety and stress can make any health condition worse so I started doing a little research to find some information that might be helpful. Here is an article I found on the SleepFoundation.Org website with some tips that I’ve been using that I thought I would share."
503,Six Weeks of Fever and Changes in Taste,https://connect.mayoclinic.org/discussion/blood-and-urine-reports/,rkanand @rkanand,i am having fever low for past six weeks morning 96 and evening 99.5 feel feverish and tounge taste changes
