content_index,score,preferred_name,cui
826,1.66,Day 3,C3842675
826,1.66,Day 4,C3840892
826,1.65,Others - Allergy,C1955473
826,1.65,Feb.,C3843933
826,1.65,Same,C0445247
826,1.65,Weekly,C0332174
826,1.64,Influenza,C0021400
826,1.64,Tests (qualifier value),C0392366
827,57.9,Blood group antibody I,C0221138
827,27.22,Tryptophanase,C0041260
827,15.79,Then,C1883708
827,11.12,Now (temporal qualifier),C1948052
827,10.78,Data Table,C1706074
827,10.62,Out (direction),C0439787
827,7.62,RESF1 gene,C1824356
827,7.36,Taverns,C0687760
827,7.23,put - instruction imperative,C1882509
827,7.23,Else,C3842296
827,7.22,Present,C0150312
827,7.08,SAT1 wt Allele,C1705827
827,5.18,ABCC8 gene,C1412082
827,5.18,At risk,C1444641
827,5.18,Certain (qualifier value),C0205423
827,5.18,"Cough, CTCAE",C1961131
827,5.18,Departure - action,C1706081
827,5.18,Fear (Mental Process),C0015726
827,5.18,Hardly at All,C3898981
827,5.18,Head,C0018670
827,5.18,Make - Instruction Imperative,C1881534
827,5.18,Management procedure,C1273870
827,5.18,Send (transmission),C1519246
827,5.18,Sitting position,C0277814
827,5.18,Smaller,C0547044
827,5.18,Vaporizers,C0042325
827,5.18,utilization qualifier,C0042153
827,3.68,Family,C0015576
827,3.68,Happiness,C0018592
827,3.68,Night time,C0240526
827,3.68,Sample Mean,C2348143
827,3.68,Test Result,C0456984
827,3.64,Wiskott-Aldrich Syndrome,C0043194
827,3.63,Symptoms aspect,C0683368
827,3.62,Moved to,C1299988
827,3.61,Northern Sotho Language,C4727455
827,3.59,Case (situation),C0868928
827,3.59,Checking (action),C1283174
827,3.59,On Staff,C1947908
827,3.59,Social Distance,C0037412
827,3.59,"Thinking, function",C0039869
827,3.57,Back,C0004600
827,3.57,Couples (persons),C0010222
827,3.57,Listening,C2584303
827,3.57,Malaysia,C0024552
827,3.56,bit - unit of measure,C1553019
827,3.55,In the past,C1444637
827,3.5,Registered nurse,C0687673
827,3.5,Saturday,C0585030
827,3.5,Whole,C0444667
827,3.5,home health encounter,C1553498
827,3.44,Chairs,C0179847
827,3.44,NBDY gene,C4320588
827,3.44,Security - service,C1519222
827,3.44,friend,C0079382
827,3.43,Any,C1552551
827,3.43,wait,C1610166
827,3.43,Drink (dietary substance),C0452428
827,3.43,Separate,C0443299
828,15.79,Tryptophanase,C0041260
828,11.16,Blood group antibody I,C0221138
828,5.18,Diagnosis,C0011900
828,5.18,Discussion (communication),C2584313
828,5.18,Else,C3842296
828,5.18,Feelings,C1527305
828,5.18,Interested,C0543488
828,3.61,Reading (activity),C0034754
828,3.61,online forum,C0683828
828,3.6,Isolated family,C2911021
828,3.59,Caregiver Oncology Needs Evaluation Tool,C5203037
828,3.59,Others - Allergy,C1955473
828,3.59,Singular,C0205171
828,3.56,Malaysia,C0024552
828,3.56,Personal appearance,C0233426
828,3.55,In the past,C1444637
828,3.55,Some (qualifier value),C0205392
828,3.52,Post,C0687676
828,3.5,ABCC8 gene,C1412082
828,3.5,"Thinking, function",C0039869
828,3.48,Positive Finding,C1514241
828,3.42,Fear (Mental Process),C0015726
829,10.88,Positive Finding,C1514241
829,10.79,Blood group antibody I,C0221138
829,10.67,Tests (qualifier value),C0392366
829,7.08,Late,C0205087
829,7.0,Testing,C0039593
829,5.18,Approximate,C0332232
829,5.18,False Positive,C0205557
829,5.18,Feelings,C1527305
829,3.68,March (month),C3829202
829,3.68,Possibly Related to Intervention,C1705910
829,3.54,Nearly,C3828842
829,3.54,Negative,C0205160
829,3.54,Released (action),C0391871
829,3.54,month,C0439231
829,3.5,per second,C0565930
829,3.46,Then,C1883708
829,3.45,One year,C4082117
829,3.43,Twice (Numerical Qualifier),C1948050
830,21.36,To,C1883351
830,15.79,Mechanical Ventilator,C0042497
830,15.79,utilization qualifier,C0042153
830,10.64,Iodides,C0021966
830,10.42,Finding,C0243095
830,7.02,Right,C0205090
830,5.18,Agreement,C0680240
830,5.18,Checking (action),C1283174
830,5.18,Documentation,C0920316
830,5.18,Hyperlink,C1704666
830,5.18,Manual,C0175674
830,5.18,Storage,C1698986
830,5.18,Unemployment,C0041674
830,3.98,Functional Activities Questionnaire,C3827007
830,3.68,Ever,C3887636
830,3.68,No Information Available,C1546437
830,3.68,Problem,C0033213
830,3.68,Somalia,C0037640
830,3.68,guiding characteristics,C0220845
830,3.64,And,C1515981
830,3.59,Information,C1533716
830,3.56,Professional guide,C0181090
830,3.56,user - individual,C1706077
830,3.5,Generalized,C0205246
830,3.48,Etc.,C1548556
830,3.47,Importance Rating Score 0,C4084912
830,3.45,"Examiner, Medical",C0025082
831,34.35,Iodides,C0021966
831,11.92,"Cough, CTCAE",C1961131
831,10.42,Negation,C1518422
831,7.57,Feelings,C1527305
831,7.36,Asthma,C0004096
831,5.18,Able (finding),C1299581
831,5.18,Anosmia,C0003126
831,5.18,Bacterial,C0521009
831,5.18,Beginning,C0439659
831,5.18,Coughing,C0010200
831,5.18,Ended - status,C1272693
831,5.18,Loss of appetite (finding),C1971624
831,5.18,Mental Suffering,C0683278
831,5.18,"Pneumonia, Viral",C0032310
831,5.18,Removed,C0849355
831,5.18,Shortness of breath:-:Point in time:^Patient:-,C2707305
831,5.18,Started,C1272689
831,5.18,Taste Perception,C0039336
831,5.18,Tiring,C0231229
831,5.18,Totally,C4699603
831,5.18,Tryptophanase,C0041260
831,5.18,Walking (activity),C0080331
831,3.98,Pre-release version of a computer program,C1707059
831,3.75,Night sweats,C0028081
831,3.68,Bicycle,C0005375
831,3.68,Headache,C0018681
831,3.66,Muscle Weakness,C0151786
831,3.61,Symptoms,C1457887
831,3.59,1 Week,C1442452
831,3.59,Assisted (qualifier value),C1269765
831,3.59,Hospitals,C0019994
831,3.59,Wiskott-Aldrich Syndrome,C0043194
831,3.56,British Mile,C2347127
831,3.56,Control function,C2587213
831,3.56,Pufferfish,C0936076
831,3.56,This (eukaryote),C1080058
831,3.56,Ventolin,C0033744
831,3.55,Else,C3842296
831,3.55,Positioning Attribute,C0733755
831,3.55,Similarity,C2348205
831,3.5,Mild (qualifier value),C2945599
831,3.48,Extrinsic,C0205101
831,3.48,Terrible,C3827840
831,3.48,Very,C0442824
831,3.47,Cardiac rhythm type,C0232187
831,3.47,Past Week,C2987125
831,3.47,Weekly,C0332174
831,3.46,10%,C3842590
831,3.46,Miles,C0331865
831,3.46,Singular,C0205171
831,3.46,home health encounter,C1553498
831,3.45,COVID-19,C5203670
831,3.43,Breath,C0225386
831,3.43,Right,C0205090
831,3.43,Preposition For,C0521125
832,73.99,Iodides,C0021966
832,20.87,Feelings,C1527305
832,15.79,Tryptophanase,C0041260
832,10.42,Started,C1272689
832,7.21,Desire for food,C0003618
832,7.06,Malaise,C0231218
832,7.01,Malaysia,C0024552
832,6.92,Sunday,C0585025
832,5.18,Anterior thoracic region,C1527391
832,5.18,Assisted (qualifier value),C1269765
832,5.18,Comprehension,C0162340
832,5.18,Deterioration of status,C1279889
832,5.18,Feeling tired,C0849970
832,5.18,How True Feel Desperate Right Now,C4086491
832,5.18,Inhaler,C0021461
832,5.18,Make - Instruction Imperative,C1881534
832,5.18,Management procedure,C1273870
832,5.18,Nasal Spray,C0461725
832,5.18,Nausea,C0027497
832,5.18,Negation,C1518422
832,5.18,Now (temporal qualifier),C1948052
832,5.18,Out-of-Hospital,C3844314
832,5.18,Prescribed,C0278329
832,5.18,Shoot,C1710076
832,5.18,Singular,C0205171
832,5.18,Stop (qualifier value),C2746065
832,5.18,Stop brand of fluoride,C0723457
832,5.18,Thursday,C0585028
832,5.18,Upper respiratory tract mucus,C0225378
832,5.18,low,C0205251
832,3.98,Take,C1515187
832,3.96,Chest tightness,C0232292
832,3.82,Depressed mood,C0344315
832,3.77,Dyspnea,C0013404
832,3.74,Medical problem:Finding:Point in time:^Patient:Nominal,C1715372
832,3.68,CD44 wt Allele,C1707101
832,3.68,CTCFL gene,C1424110
832,3.68,Mental Suffering,C0683278
832,3.68,intensive care unit,C0021708
832,3.68,week,C0439230
832,3.64,Deep (qualifier value),C0205125
832,3.64,Return to Work,C0425105
832,3.64,nausea or abdominal pain,C0151263
832,3.61,Contact with,C0332158
832,3.61,Plain chest X-ray,C0039985
832,3.59,ADM wt Allele,C3813124
832,3.59,Hospital environment,C1510665
832,3.59,cyclizine,C0010547
832,3.57,Headache,C0018681
832,3.56,Disability Rating Scale Questionnaire,C3887968
832,3.56,GORAB gene,C1822658
832,3.56,Today (temporal qualifier),C0750526
832,3.55,Bad,C0205169
832,3.5,55,C0450382
832,3.48,Following,C0332282
832,3.48,Health,C0018684
832,3.48,M+ (tumor staging),C0441923
832,3.48,"Thinking, function",C0039869
832,3.48,Weekly,C0332174
832,3.45,Weekend,C0680190
832,3.44,Day-to-day,C4699297
832,3.44,In addition to,C0332287
832,3.44,week 2,C4484139
832,3.43,First (number),C0205435
832,3.43,GDC Tissue or Organ of Origin Terminology,C5206934
832,3.43,day,C0439228
832,3.42,Activities,C0441655
832,3.42,Improving (qualifier value),C1272745
833,11.03,Blood group antibody I,C0221138
833,7.02,Malaysia,C0024552
833,5.18,Chest tightness,C0232292
833,5.18,"Cough, CTCAE",C1961131
833,5.18,Else,C3842296
833,5.18,Feelings,C1527305
833,5.18,Flare-up,C3830105
833,5.18,Jogging,C0022400
833,5.18,Now (temporal qualifier),C1948052
833,5.18,Organism Strain,C1518614
833,5.18,Symptoms,C1457887
833,5.18,Take,C1515187
833,3.98,Exercise,C0015259
833,3.68,Case (situation),C0868928
833,3.63,Walking (activity),C0080331
833,3.6,week,C0439230
833,3.59,GORAB gene,C1822658
833,3.57,Active,C0205177
833,3.57,Return to (contextual qualifier) (qualifier value),C0332156
833,3.5,Anterior thoracic region,C1527391
833,3.5,Mild (qualifier value),C2945599
833,3.5,PPP1R2C gene,C1424188
833,3.48,Long,C0205166
833,3.46,Positive Finding,C1514241
833,3.46,Tests (qualifier value),C0392366
833,3.44,Coronavirus Infections,C0206750
833,3.44,Genus: Coronavirus,C0206419
833,3.44,Very,C0442824
833,3.43,Early,C1279919
833,3.43,Twenties,C0724000
834,113.81,Fluorides,C0016327
834,40.17,Coronavirus Infections,C0206750
834,40.17,Genus: Coronavirus,C0206419
834,23.58,K Prime,C1708601
834,18.19,Gram per Deciliter,C0439267
834,13.25,Iodides,C0021966
834,10.24,"GTP-Binding Protein alpha Subunit, Gi",C0086706
834,8.53,All,C0444868
834,8.32,nitric oxide,C0028128
834,6.03,Girlfriend,C0521320
834,5.62,Fulfill,C1550543
834,5.62,RESF1 gene,C1824356
834,5.62,Tryptophanase,C0041260
834,5.27,Hate,C0018616
834,4.49,Impossible,C4743675
834,4.09,Concept Relationship,C1705630
834,3.97,Virgin,C0555061
834,3.89,Persons,C0027361
834,3.78,friend,C0079382
834,3.77,New,C0205314
834,3.75,Now (temporal qualifier),C1948052
834,3.08,Immunogenicity Specimen Assessments Domain,C3812801
834,3.04,Anger,C0002957
834,3.02,Very,C0442824
834,3.01,Somalia,C0037640
834,2.24,Life,C0376558
834,1.62,Social Distance,C0037412
834,1.61,Place,C0442504
834,1.59,Stick Dosage Form,C1706582
834,1.51,Age,C0001779
834,1.49,36,C4319606
834,1.12,Indication of (contextual qualifier),C0392360
834,1.12,Never (frequency),C2003901
834,1.12,Vision,C0042789
834,0.79,Old,C0580836
834,0.77,<90,C0439087
834,0.77,Unmarried person,C0037179
834,0.76,Registered nurse,C0687673
834,0.75,year,C0439234
835,5.18,Ever,C3887636
835,5.18,Taken,C1883727
835,3.75,aspects of adverse effects,C0001688
835,3.57,Macrodantin,C0700187
835,3.48,Bad,C0205169
835,3.45,Recurrent urinary tract infection,C0262655
836,120.07,Iodides,C0021966
836,19.14,Registered nurse,C0687673
836,9.18,Nose,C0028429
836,9.02,Anxiety,C0003467
836,9.02,Tryptophanase,C0041260
836,6.56,Able to breathe,C0566270
836,6.24,Exposure to,C0332157
836,6.05,No Information Available,C1546437
836,4.49,Anterior thoracic region,C1527391
836,4.49,Bone structure of rib,C0035561
836,4.49,Contribution,C1880177
836,4.49,Dryness (characteristic),C1512080
836,4.49,Edema,C0013604
836,4.49,Fever,C0015967
836,4.49,Followed by,C0332283
836,4.49,Histamine Antagonists,C0019590
836,4.49,Nasal mucosa dry,C0231919
836,4.49,Not sure,C3844332
836,4.49,RESF1 gene,C1824356
836,4.49,Recent,C0332185
836,4.49,Right,C0205090
836,4.49,Sometimes,C1998882
836,4.49,Suspected qualifier,C0750491
836,4.49,Symptoms aspect,C0683368
836,4.49,Take,C1515187
836,4.49,Worried,C0233481
836,4.49,utilization qualifier,C0042153
836,3.44,Feelings,C1527305
836,3.44,"Pain NOS, CTCAE",C1962977
836,3.44,Patient Visit,C1512346
836,3.44,Precipitating Factors,C0032930
836,3.25,Nasal Spray,C0461725
836,3.19,Entity,C1551338
836,3.15,Primary Health Care,C0033137
836,3.12,Subdivision of thorax,C1456858
836,3.11,Needs,C0027552
836,3.09,Extent,C0439792
836,3.09,Reduced,C0392756
836,3.09,Throat clearing,C0234771
836,3.08,Episode of,C0332189
836,3.08,Sorting,C1947906
836,3.07,Type - attribute,C0332307
836,3.07,Malaysia,C0024552
836,3.06,are unit of measure,C1551058
836,3.04,Certain (qualifier value),C0205423
836,3.03,More,C0205172
836,3.03,Steam,C0038225
836,3.01,Problem,C0033213
836,3.01,Behaviorial Habits,C0018464
836,3.01,Better,C0332272
836,3.01,Good,C0205170
836,3.01,Steroids,C0038317
836,3.0,Respiration,C0035203
836,3.0,Today (temporal qualifier),C0750526
836,3.0,saw (device),C0183089
836,2.99,Smallest,C2700395
836,2.99,bit - unit of measure,C1553019
836,2.98,Shortness of breath:-:Point in time:^Patient:-,C2707305
836,2.98,Negation,C1518422
836,2.97,Mild (qualifier value),C2945599
836,2.97,Muscle Cramp,C0026821
836,2.97,Through,C0332273
836,2.97,Obstruction,C0028778
836,2.96,Day 4,C3840892
836,2.96,Present,C0150312
836,2.96,Spray (action),C2003858
836,2.96,Used by,C1273517
837,14.4,Tests (qualifier value),C0392366
837,11.28,Symptoms aspect,C0683368
837,11.21,Blood group antibody I,C0221138
837,10.66,Positive Finding,C1514241
837,6.9,Malaysia,C0024552
837,5.18,Chills,C0085593
837,5.18,Congestion,C0700148
837,5.18,Else,C3842296
837,5.18,Harlequin Fetus,C0239849
837,5.18,Headache,C0018681
837,5.18,Low grade fever,C0239574
837,5.18,Negation,C1518422
837,5.18,Past 24 Hours,C3897986
837,5.18,lymph nodes,C0024204
837,3.98,Practice Experience,C0237607
837,3.71,Sore Throat,C0242429
837,3.68,Monthly (qualifier value),C0332177
837,3.63,Then,C1883708
837,3.63,Twice (Numerical Qualifier),C1948050
837,3.55,week,C0439230
837,3.5,Main,C1542147
837,3.44,week 2,C4484139
837,3.44,COVID-19,C5203670
837,3.42,Initial (abbreviation),C1555582
837,3.42,Nearly,C3828842
837,3.42,Problem,C0033213
837,3.42,This (eukaryote),C1080058
837,3.42,Day 5,C3842674
838,10.42,Tryptophanase,C0041260
838,7.36,Hair Specimen,C0444095
838,5.18,Continuous,C0549178
838,5.18,Else,C3842296
838,5.18,Tablet Dosage Form,C0039225
838,5.18,bit - unit of measure,C1553019
838,3.98,Gray color,C1269776
838,3.98,Practice Experience,C0237607
838,3.98,RESF1 gene,C1824356
838,3.98,Send (transmission),C1519246
838,3.7,internal-external locus of control scale,C0683454
838,3.68,Molting,C0282576
838,3.61,Hematologic Tests,C0018941
838,3.59,Doctor - Title,C2348314
838,3.59,Fear (Mental Process),C0015726
838,3.59,Wash (cleansing action),C0441648
838,3.57,Worried,C0233481
838,3.56,"Examiner, Medical",C0025082
838,3.55,Speak - language ability,C1547187
838,3.47,Han Chinese,C0814942
839,23.72,Iodides,C0021966
839,22.46,Registered nurse,C0687673
839,14.62,Now (temporal qualifier),C1948052
839,10.42,Tryptophanase,C0041260
839,8.28,Assisted (qualifier value),C1269765
839,7.53,Changing,C0392747
839,7.02,Weekly,C0332174
839,5.18,Before,C0332152
839,5.18,Crossed (qualifier value),C0205203
839,5.18,Ever,C3887636
839,5.18,Hay fever,C0018621
839,5.18,Human body,C0242821
839,5.18,Improving (qualifier value),C1272745
839,5.18,Mathematical Operator,C1705273
839,5.18,Nasal congestion (finding),C0027424
839,5.18,Never (frequency),C2003901
839,5.18,Personal appearance,C0233426
839,5.18,Population Group,C1257890
839,5.18,Used by,C1273517
839,5.18,seen,C0205397
839,3.98,Floor - story of building,C1547707
839,3.78,Sore Throat,C0242429
839,3.68,Fingers,C0016129
839,3.68,March (month),C3829202
839,3.63,Rest,C0035253
839,3.6,Sharing (Social Behavior),C0237876
839,3.6,Positive Charge,C2825490
839,3.57,Persons,C0027361
839,3.57,Reading (activity),C0034754
839,3.57,Symptoms,C1457887
839,3.54,Back,C0004600
839,3.5,Since,C1711239
839,3.48,Eating,C0013470
839,3.48,Healthy,C3898900
839,3.48,Tightness sensation quality,C0439816
839,3.48,apparently,C0750541
839,3.46,Reassuring (procedure),C0557055
839,3.44,From,C1517320
839,3.44,Hardness,C0018599
839,3.42,Full,C0443225
839,3.42,Health,C0018684
839,3.42,Mental Suffering,C0683278
840,5.18,Daughter,C0011011
840,5.18,Fever symptoms (finding),C0424755
840,5.18,"Vomiting, CTCAE",C1963281
840,3.63,Problem,C0033213
840,3.57,"Stomach Pain, CTCAE 3.0",C1963242
840,3.57,Symptoms,C1457887
840,3.5,Intestines,C0021853
840,3.45,Umbilicus (Anatomy),C0041638
840,3.44,Corona,C3053990
841,7.47,week,C0439230
841,7.04,Registered nurse,C0687673
841,5.18,Else,C3842296
841,5.18,Feelings,C1527305
841,5.18,Pharyngitis,C0031350
841,5.18,Practice Experience,C0237607
841,5.18,Sharing (Social Behavior),C0237876
841,5.18,Sore Throat,C0242429
841,5.18,Symptoms aspect,C0683368
841,5.18,Weekly,C0332174
841,3.96,neck tightness,C0549343
841,3.68,Bad,C0205169
841,3.61,NCAN gene,C1413764
841,3.61,Pediculus humanus capitis (eukaryote),C0411280
842,5.18,Else,C3842296
842,5.18,Entire ear,C0521421
842,5.18,Ever,C3887636
842,5.18,Mental Suffering,C0683278
842,5.18,Status post,C0231290
842,5.18,Suspected qualifier,C0750491
842,5.18,friend,C0079382
842,5.18,seen,C0205397
842,3.75,Equilibration disorder,C0575090
842,3.68,SUDDEN ONSET OF SYMPTOMS,C0241298
842,3.68,"Tinnitus, CTCAE 3.0",C1963249
842,3.59,Neither Case or Control Status,C3274651
842,3.59,Ultrasound Study File,C3889164
842,3.57,Bilateral,C0238767
842,3.57,month,C0439231
842,3.56,Vertigo <invertebrate>,C1069915
842,3.5,Mild (qualifier value),C2945599
842,3.43,Monthly (qualifier value),C0332177
843,5.18,Cell septum,C1327729
843,5.18,Else,C3842296
843,5.18,Entire ear,C0521421
843,5.18,Fine - adjective,C0205232
843,5.18,GDC Treatment Outcome Terminology,C5202850
843,5.18,Immunogenicity Specimen Assessments Domain,C3812801
843,5.18,National Drug Code Milligram,C4722265
843,5.18,Possess,C3154893
843,3.6,Time,C0040223
843,3.57,Malaysia,C0024552
843,3.57,More,C0205172
843,3.57,NT5E wt Allele,C3889152
843,3.57,Oral region,C0230028
843,3.5,Symptoms,C1457887
843,3.46,Have,C3539897
843,3.46,Long,C0205166
843,3.46,Pruritus,C0033774
843,3.46,Soft,C0205358
843,3.46,Sore sensation,C1455785
844,116.32,Iodides,C0021966
844,24.6,Tryptophanase,C0041260
844,21.03,Feelings,C1527305
844,18.9,Malaysia,C0024552
844,15.79,RESF1 gene,C1824356
844,12.1,Justice,C0022437
844,9.76,Never (frequency),C2003901
844,9.46,Removed,C0849355
844,9.36,Like,C0870814
844,9.27,Time,C0040223
844,9.2,Intramuscular Route of Drug Administration,C1556154
844,6.48,Exist,C2987476
844,6.45,Retained,C0333118
844,6.16,unwellness,C0683320
844,6.15,Physicians,C0031831
844,6.14,Due to,C0678226
844,6.14,GORAB gene,C1822658
844,6.12,Left,C0205091
844,6.1,Short,C1806781
844,6.05,Good,C0205170
844,6.02,Then,C1883708
844,6.01,Take,C1515187
844,6.01,Line Specimen,C1550648
844,4.49,ADM wt Allele,C3813124
844,4.49,Ability,C0085732
844,4.49,Appointments,C0003629
844,4.49,Approximate,C0332232
844,4.49,Dorsal,C0205095
844,4.49,Downward,C0205104
844,4.49,Drain device,C0180499
844,4.49,First (number),C0205435
844,4.49,House (environment),C2003847
844,4.49,Immunogenicity Specimen Assessments Domain,C3812801
844,4.49,Much,C4281574
844,4.49,Near,C1706276
844,4.49,Nearly,C3828842
844,4.49,"Support, device",C0183683
844,4.49,Up,C0547043
844,4.49,bit - unit of measure,C1553019
844,4.49,game,C0150593
844,3.57,headache severe,C2957106
844,3.44,Experience,C0596545
844,3.25,Atelectasis,C0004144
844,3.22,hospital visit,C0545092
844,3.22,hours/day,C0556974
844,3.19,Contact with,C0332158
844,3.19,biomedical tube device,C0175730
844,3.15,Follow-Up Report,C1704685
844,3.15,follow-up,C1522577
844,3.13,site-specific telomere resolvase activity,C1622890
844,3.12,event cycle,C1511572
844,3.12,Weekly,C0332174
844,3.12,chest heaviness,C0742339
844,3.11,Household composition,C0595998
844,3.11,Room number:Location:Point in time:^Patient:Nominal,C1716535
844,3.11,wait,C1610166
844,3.11,Task,C3540678
844,3.11,Fatigue,C0015672
844,3.11,One,C0205447
844,3.11,Some (qualifier value),C0205392
844,3.09,Beds,C0004916
844,3.09,Beginning,C0439659
844,3.09,Clinical act of insertion,C0441587
844,3.09,Course,C0750729
844,3.09,Gastric Balloon,C0017124
844,3.08,This (eukaryote),C1080058
844,3.08,Buildup,C2986569
844,3.08,lactic acid,C0064582
844,3.08,Dyspnea,C0013404
844,3.06,Pneumonia,C0032285
844,3.04,Science of Etiology,C1524003
844,3.03,Before - dosing instruction fragment,C1705850
844,3.03,Guinea (geographic area),C0018381
844,3.03,Honest,C0870663
844,3.03,Post,C0687676
844,3.03,Return to Work,C0425105
844,3.03,Whole,C0444667
844,3.02,Long-term,C0443252
844,3.02,Chest tightness,C0232292
844,3.01,Few,C0205388
844,3.01,Forward,C0439780
844,3.01,Further,C1517331
844,3.01,Negation,C1518422
844,3.01,Slightly (qualifier value),C0750482
844,3.01,artesunate,C0052432
844,3.01,spells (neurological symptom),C0302539
844,3.0,Desire for food,C0003618
844,3.0,Coughing,C0010200
844,3.0,Floor - story of building,C1547707
844,3.0,Long,C0205166
844,3.0,Night time,C0240526
844,3.0,Stop (qualifier value),C2746065
844,2.99,Illness (finding),C0221423
844,2.99,Chairperson,C1524106
844,2.99,Normal,C0205307
844,2.99,Bad,C0205169
844,2.99,Eating,C0013470
844,2.99,Fine - adjective,C0205232
844,2.99,Hardness,C0018599
844,2.99,Steroids,C0038317
844,2.99,Now (temporal qualifier),C1948052
844,2.99,week,C0439230
844,2.99,Persons,C0027361
844,2.99,Present,C0150312
844,2.99,Similarity,C2348205
844,2.98,"2+ Score, WHO",C2981700
844,2.98,"Antibiotics, Antitubercular",C0003237
844,2.98,Problem,C0033213
844,2.97,20%,C3842589
844,2.97,Sometimes,C1998882
844,2.97,Tightness sensation quality,C0439816
844,2.97,Very,C0442824
845,121.7,Blood group antibody I,C0221138
845,30.74,Tryptophanase,C0041260
845,29.24,Registered nurse,C0687673
845,17.12,No Information Available,C1546437
845,16.94,Malaysia,C0024552
845,13.6,Mental Suffering,C0683278
845,13.17,Right,C0205090
845,11.04,"TNFSF13 protein, human",C0757844
845,10.3,Concern,C2699424
845,10.11,Persons,C0027361
845,9.96,week,C0439230
845,9.88,Somalia,C0037640
845,9.67,Help document,C1552861
845,9.67,put - instruction imperative,C1882509
845,7.14,Healthy,C3898900
845,7.14,Worried,C0233481
845,7.06,Long,C0205166
845,6.98,Affecting,C0392760
845,6.98,Good,C0205170
845,6.92,Exercise,C0015259
845,6.89,Chest Pain,C0008031
845,6.77,day,C0439228
845,6.75,husband,C0242664
845,6.74,month,C0439231
845,6.7,Beds,C0004916
845,6.69,Back,C0004600
845,6.67,Etiology aspects,C0015127
845,6.66,Household composition,C0595998
845,6.65,Negation,C1518422
845,6.64,Coughing,C0010200
845,6.6,mental health,C0025353
845,6.6,Gastrointestinal system,C0012240
845,6.56,Headache,C0018681
845,6.51,Early,C1279919
845,6.46,Late,C0205087
845,6.46,Large,C0549177
845,6.43,Lung,C0024109
845,6.41,Dizziness,C0012833
845,4.81,2.4,C4517631
845,4.81,Affect (mental function),C0001721
845,4.81,At home,C4534363
845,4.81,Attempt,C1516084
845,4.81,Boys,C0870221
845,4.81,During,C0347984
845,4.81,Family,C0015576
845,4.81,Feelings,C1527305
845,4.81,Forward,C0439780
845,4.81,Future,C0016884
845,4.81,Harlequin Fetus,C0239849
845,4.81,Health,C0018684
845,4.81,Light Exercise,C1517883
845,4.81,Moved to,C1299988
845,4.81,Much,C4281574
845,4.81,Nearly,C3828842
845,4.81,Never (frequency),C2003901
845,4.81,Psyche structure,C0229992
845,4.81,RESF1 gene,C1824356
845,4.81,Sad mood,C3536794
845,4.81,Severe (severity modifier),C0205082
845,4.81,Sharing (Social Behavior),C0237876
845,4.81,Show,C1547282
845,4.81,Tests (qualifier value),C0392366
845,4.81,"Thinking, function",C0039869
845,4.81,Two,C0205448
845,4.81,Young,C0332239
845,3.48,Vitamin D [EPC],C2936842
845,3.42,Anger,C0002957
845,3.42,Has focus,C1285542
845,3.42,Living Alone,C0439044
845,3.42,Survivors,C0206194
845,3.42,Testing,C0039593
845,3.42,Weekly,C0332174
845,3.38,Struck,C0275626
845,3.38,Symptom mild,C0436343
845,3.37,Article,C1706852
845,3.37,Blood Clot,C0302148
845,3.35,Survival Rate,C0038954
845,3.33,Old,C0580836
845,3.33,Anxiety,C0003467
845,3.33,"Examiner, Medical",C0025082
845,3.33,Fear (Mental Process),C0015726
845,3.33,Informed,C1522154
845,3.33,Listening,C2584303
845,3.33,Male external urethral sphincter,C0815353
845,3.33,Occur (action),C1709305
845,3.33,hospital care,C0259945
845,3.31,Asymptomatic,C0231221
845,3.31,Etiology,C1314792
845,3.31,SAT1 wt Allele,C1705827
845,3.31,Sharp sensation quality,C1444775
845,3.31,Beginning,C0439659
845,3.3,Bad,C0205169
845,3.3,Breath,C0225386
845,3.3,Couples (persons),C0010222
845,3.3,Left,C0205091
845,3.3,Obsessions,C0233697
845,3.3,Physical findings,C0311392
845,3.3,site-specific telomere resolvase activity,C1622890
845,3.3,Means,C1704970
845,3.3,Needs,C0027552
845,3.3,Symptoms,C1457887
845,3.29,Cicatrix,C2004491
845,3.29,Hydranencephaly with Renal Aplasia-Dysplasia,C1856053
845,3.29,In addition to,C0332287
845,3.29,Stop (qualifier value),C2746065
845,3.29,Hour,C0439227
845,3.28,Writing (function),C2584304
845,3.27,Floor - story of building,C1547707
845,3.27,Fighting,C0424324
845,3.27,Problem,C0033213
845,3.25,Before,C0332152
845,3.25,Eating,C0013470
845,3.25,Else,C3842296
845,3.25,Hardness,C0018599
845,3.25,Physicians,C0031831
845,3.25,Rales,C0034642
845,3.23,Nausea,C0027497
845,3.23,Basis,C1874451
845,3.23,Daily,C0332173
845,3.23,June,C3829443
845,3.23,guessing,C0870628
845,3.22,Greater,C1704243
845,3.22,Lung Problem,C0740941
845,3.21,GDC Tissue or Organ of Origin Terminology,C5206934
845,3.21,Today (temporal qualifier),C0750526
845,3.21,Take,C1515187
845,3.2,Small,C0700321
845,3.2,per year,C0439508
845,3.2,Child health care,C0008078
845,3.2,Muscle damage,C0410158
845,3.19,Anterior,C0205094
845,3.19,Human body structure,C0460148
845,3.19,Due to,C0678226
845,3.18,Communicable Diseases,C0009450
845,3.18,Recurrence,C0034897
845,3.18,nitric oxide,C0028128
845,3.18,All,C0444868
845,3.18,Now (temporal qualifier),C1948052
